Unnamed: 0,Título,Nota,N_Avaliações,Desconto,Marca,Material,Gênero,Temporada,Review1,Review2,Review3,Qtd_Vendidos,Preço,Nota_MinMax,N_Avaliações_MinMax,Desconto_MinMax,Preço_MinMax,Marca_Cod,Material_Cod,Temporada_Cod,Qtd_Vendidos_Cod,Marca_Freq,Material_Freq
46,Kit 10 Shorts Jeans Feminino Cintura Alta Atacado Revenda,4.7,9.0,,stillger,algodão,Feminino,primavera/verão,Minha filha adorou ótimo produto.,Todas ótimas só uma que fico apertada.,,+50,207.91,0.888888888888889,0.0008814455707360071,,0.335987858531428,736,25,7,50.0,0.03274215552523874,0.17644383810823103
47,Kit Roupa Infantil Calça + Camiseta Camuflada Exército,4.7,38.0,,atack,terbrim,Meninos,outono/inverno,"Perfeita ótima qualidade, a calça e o mesmo tecido das usadas por policiais ou soldados.","O zíper quebrou e como era p uma festa de aniversário, não dava para pedir troca,.","Lindo!.
Amei!.",+100,78.22,0.888888888888889,0.004076685764654033,,0.11483237270215887,63,164,3,100.0,0.0009095043201455207,0.0009095043201455207
48,Touca+luva+meia Recém Nascido Três Cores.,4.6,62.0,,bebê bacana,,Bebês,não definido,Ótimo produto.,Amei.,Muito bom!.,+100,39.9,0.8518518518518517,0.006721022476862053,,0.04948671600559326,112,178,1,100.0,0.0009095043201455207,
49,Macacão Roupa De Apicultor Completa Proteção Contra Abelhas,4.3,178.0,24.0,celi,brim 100% algodão,Sem gênero,não definido,Muito bom o macacão. Consegui retirar as vespas sem problemas. Fica bem fechado. Nem foi necessário fechar botas e luvas com fita. É bem resistente e vai durar bastante tempo.,Ficou ótimo perfeito.,Beleza tudo ok muito boa.,+1000,203.88,0.7407407407407406,0.019501983252534157,0.3114754098360656,0.3291156508986733,177,46,1,1000.0,0.007730786721236926,0.009095043201455207
50,Fita Dupla Face Para Levantar Peito E Segurar Roupa Decotada,4.5,86.0,46.0,esquarcio import fashion tape,,Sem gênero,não definido,Tão bom que colei na barriga pra blusa não subir e arrancou os pelinhos tudo na hora q fui tirar kkkkkkkkk.,"Maravilhoso. Cola super aderente, dancei noite toda, transpirei bastante e não descolou.",Perfeita colou muito na roupa e na pele foi até difícil de tirar usei a noite toda e fiquei super a vontade. Super indico.,+1000,71.87,0.8148148148148148,0.009365359189070076,0.6721311475409837,0.10400395620886056,269,178,1,1000.0,0.002273760800363802,
51,Conjunto Roupa De Protecao P/ Defensivos Veneno Completo,4.6,19.0,,descartes,algodão,Sem gênero,não definido,Gostei.,Ótimo produto recomendo a todos.,Ótimo.,+100,152.9,0.8518518518518517,0.001983252534156016,,0.2421813717131067,226,25,1,100.0,0.002728512960436562,0.17644383810823103
52,Kit 3 Short Feminino Básico Sem Costura Loba Resistente Lupo,,,,lupo,poliamida,Feminino,primavera/verão,,,,3,127.9,,,,0.1995498107158692,463,116,7,3.0,0.04229195088676671,0.019554342883128694
53,Body De Bebê Temático M&m Color Mesversário Roupa De Bebe,4.7,72.0,5.0,laura baby,,Bebês,primavera/verão,Na medida que eu queria pro meu bebê.,"Produto muito bom pelo preço.
Atendeu exatamente o que eu precisava.","O tecido solta um pouco de tinta, quando ele suou. Fora isso foi perfeito.",+500,22.34,0.888888888888889,0.007822829440282062,0.0,0.01954230756113366,430,178,7,,0.00045475216007276033,
54,Macacão Apicultor Roupa Proteção Abelha Com Máscara + Brinde,4.1,331.0,10.0,celi,algodão,Sem gênero,não definido,Bom produto so uma resalva quando alguem for fazer o pedido pede um numero maior do que vc costuma usar exp. Se vc usa roupas g pede o macacao gg ou xg pra ficar com folga. No restante tudo certo.,Eu achei muito fino o tecido poderia ser mais grosso fui tirar uma abelha levei algumas ferruado.,Otimo.,+1000,166.21,0.6666666666666666,0.036359629792860296,0.0819672131147541,0.26487841478803587,177,25,1,1000.0,0.007730786721236926,0.17644383810823103
55,Kit Lote 6 Conjunto De Menina Roupa Infantil Feminino,4.5,1796.0,,amandika kids,,Meninas,não definido,"Minha filha veste 8 anos(ate algumas 10 anos). Ela so tem 6, mas e alta e forte.
Comprei de 14 anos(segui as recomendações).
E sinceramente quero ate comprar mais.
Roupa de boa qualidade, pra uso no dia a dia. Os short são de uma material tipo moleton otimosss.
As blusas algumas são muito finas outras como a azul e vermelha de otima qualidade.
Em resumo superou as minhas expectativas.
Ja comprei atacado desses site que oferece no facebook e decepcionei.
Essa roupas aqui foram otimassss.
Parabéns!!.","Eu amei, comprei o tamanho 10, minha filha tem 7 anos 1. 28cm e 23kg.","Conjuntos perfeitos, todos lindos, cores, tecido. Minha dica é comprar 2 ou 3 números maior, pois achei pequenos, minha filha tem 9 anos, pesa 40 kilos, comprei tamanho 14 e ficou exatos, vai perder rápido, mais pelo preço vale muito apena, pois o material é bom é as cores e detalhes são lindos.",+10mil,139.9,0.8148148148148148,0.1977743499338916,,0.22001295999454318,30,178,1,10000.0,0.0031832651205093224,
56,Fita Dupla Face Para Levantar Peito E Segurar Roupa Decotada,4.5,86.0,46.0,esquarcio import fashion tape,,Sem gênero,não definido,Tão bom que colei na barriga pra blusa não subir e arrancou os pelinhos tudo na hora q fui tirar kkkkkkkkk.,"Maravilhoso. Cola super aderente, dancei noite toda, transpirei bastante e não descolou.",Perfeita colou muito na roupa e na pele foi até difícil de tirar usei a noite toda e fiquei super a vontade. Super indico.,+1000,71.87,0.8148148148148148,0.009365359189070076,0.6721311475409837,0.10400395620886056,269,178,1,1000.0,0.002273760800363802,
57,Roupa Ração Em Oxford Masculino Branca Candomblé Umbanda 2pç,4.4,52.0,,salve jorge guerreiro,,Masculino,não definido,Material muito transparente.,,Eu amei! o tamanho m ficou ótimo em mim que tenho 1. 80 de altura e 69 kg (alto e magro). O oxford não é mto macio no corpo mas isso já sabemos que é o tecido msm de resto bem satisfeito.,+100,48.9,0.777777777777778,0.005619215513442045,,0.06483407796459875,688,178,1,100.0,0.00045475216007276033,
58,Calça Jeans Levis 511 Original Slim Fit Elastano,5.0,3.0,,levi's,algodao/elastano,Masculino,outono/inverno,Uns dos melhores produtos.,,,+5,,0.9999999999999999,0.0002203613926840018,,,436,24,3,5.0,0.009095043201455207,0.0009095043201455207
59,Kit Com 10 Cuecas Slip Algodão Zorba,4.5,426.0,25.0,zorba,algodão,Masculino,primavera/verão,"Produto falsificado , não tem nada haver com zorba falsificação grosseira! uso zorba a muito tempo essa não é verdadeira não recomendo a compra.",A qualidade deixa a desejar no tamanho e tecido.,"Produto de ótima qualidade ! exatamente o que eu procurava !.
Recomendo.",+1000,159.9,0.8148148148148148,0.04682679594535038,0.3278688524590164,0.25411820879233316,838,25,7,1000.0,0.009095043201455207,0.17644383810823103
60,Kit 4 Cuecas Boxer Infantil Kids Menino Box Sem Costura Lupo,4.9,145.0,31.0,lupo,poliamida,Meninos,primavera/verão,"Produto pequeno, mercado livre não esta me habilitando a possibilidade de devolver o produto.",Excelente qualidade e meu filho amou.,"Meu filho tem 6 anos magro, tinha comprado medidas de 6 a 8 anos ficou pequena. Comprei novamente medidas de 9 a 11 anos, ficou muito bom.",+1000,109.9,0.9629629629629631,0.01586602027324813,0.42622950819672134,0.1688550867978582,463,116,7,1000.0,0.04229195088676671,0.019554342883128694
61,Kit C/23 Peças Body + Mijão Roupas Bebê Maternidade Enxoval,4.5,711.0,8.0,batutinhas baby,,Bebês,primavera/verão,"5 estrelas porque pelo preço vale a pena. Se seu bebê for nascer em epoca de frio não recomendo. O material é bem fininho, mas como eu disse pelo preço não tinha como ser melhor. Vieram peças sortidas lisas e 1 peça estampada. Achei melhor pq é pra por por baixo.",Não gostei pois não gostei das cores que veio mesmo eu colocando que era pra menina veio muito marrom e verde nada combinando com nada tecido muito fininho não recomendo.,"Minha bebê não nasceu ainda,gostei muito das roupinhas,tecido fresquinho. Voltarei a comprar novamente!.",+1000,113.87,0.8148148148148148,0.07822829440282063,0.04918032786885246,0.17562497868421953,108,178,7,1000.0,0.006366530241018645,
62,Kit 3 Bermudas  Masculina Microfibra Forrada Piscina,,,,megalupe,microfibra,Masculino,primavera/verão,,,,+5,139.9,,,,0.22001295999454318,506,101,7,5.0,0.00045475216007276033,0.030013642564802184
63,Kit 4 Cuecas Boxer Box Sem Costura Algodão Masculino Zorba,4.7,1478.0,43.0,zorba,algodão,Masculino,não definido,O produto era tudo o que eu esperava.,"Sensacional comprei dois kits,8 unidades bbb.
Bom. Bonita. Barato.","Sao top as coecas só nao gostei.
Q veio 4brancas fora isso boas.",+5mil,119.89,0.888888888888889,0.1627368884971353,0.6229508196721312,0.1858906585723543,838,25,1,,0.009095043201455207,0.17644383810823103
64,Kit 2 Cuecas Boxer Lupo Basic Microfibra Sem Costura Box,4.8,1429.0,30.0,lupo,microfibra,Masculino,primavera/verão,Excelente produto e muito durável. Não sei como vai ser pq este produto dura muito. Comprei novo conjunto depois de quase 3 anos. Então se você quiser esquecer de comprar cueca pelo menos por 3 anos este é o produto ideal.,"Já conhecia esse produto de alta qualidade e preço baixo, tenho uma cueca dessa a 5 anos e ainda vai servir por mais tempo kkk, as cuecas de poliamida da lupo são excelentes, já as de algodão não duram um mês, não comprem as de algodão, comprem essa de poliamida são muito boas e bem duráveis m.","Produto original, estava com medo de comprar e não ser igual ao original porém me surpreendeu a qualidade do produto em breve vou comprar mais cuecas!.",+10mil,69.99,0.9259259259259259,0.15733803437637728,0.4098360655737705,0.10079806282186829,463,101,7,10000.0,0.04229195088676671,0.030013642564802184
65,Faixa De Cabelo Lupo Sport Fitness Yoga Pilates 15010-001,4.9,45.0,,lupo,,Feminino,não definido,Cumpre a função que é me deixar feia.,"Achei um pouco grande para a minha cabeça.
Só usei uma vez.","Produto ótimo, lindo e confortável.",+500,41.57,0.9629629629629631,0.004847950639048039,,0.052334504280208735,463,178,1,,0.04229195088676671,
66,Calça Jeans Levis 505 Masculina Tradicional,,,,magazine kubo,jean,Masculino,outono/inverno,,,,+5,,,,,,472,74,3,5.0,0.0018190086402910413,0.02546612096407458
67,Kit 3 Blusas Mullet Tapa Bumbum Feminina Dry Fit Envio Já,4.7,1090.0,12.0,moov sports,,Feminino,não definido,"Blusas perfeitas! malha leve e confortável. Tamanho conforme a tabela. Visto tamanho 46 e comprei xg porque gosto mais soltinha e ficou ótima. Não ficou marcando a barriga. Tem um pouco de transparência, mas já é própria dessa malha mesmo e usando com top não incomoda se comprar soltinha conforme eu fiz. Gostei muito e vou comprar mais.","Comprei a g pois tenho ombro largo e o tamanho ficou excelente, mais pra larginha, com tecido e acabamentos que me surpreenderam pelo preço do produto. Atrás é bem comprido mesmo, passa do bumbum, o que dá tranquilidade pra agachar na academia. As cores são boas e as blusas não ficam transparentes, secagem rápida. Recomendo!.","As blusas são simplesmente perfeitas, o tecido, o tamanho, acabamento, tudo! pedi g, tenho 1,68, 78kg e caiu perfeitamente bem. Estava com medo de vir pequena, mas as medidas estão corretíssimas. Com certeza voltarei a comprar. Parabéns pelo produto!.",+5mil,105.92,0.888888888888889,0.11998677831643896,0.11475409836065573,0.162068142287098,535,178,1,,0.0018190086402910413,
68,Roupa Dolmã Chef Cozinha Feminina Manga Curta Tecido Oxford,4.6,29.0,10.0,m l freitas confecções,poliéster,,não definido,,"Muito bom , adorei pedi o tamanho gg e ficou ótimo no corpo, vou comprar mas adorei !.",Muito bom.,+100,68.05,0.8518518518518517,0.0030850594975760245,0.0819672131147541,0.09748985368848266,467,122,1,100.0,0.001364256480218281,0.11732605729877217
69,Roupas Femininas Bermuda Feminina Sarja Bolso P M G Gg Xg,5.0,6.0,,brins,sarja,Feminino,primavera/verão,O produto atendeu as expectativas.,Excelente.,Perfeita.,+100,53.9,0.9999999999999999,0.0005509034817100045,,0.07336039016404625,146,138,7,100.0,0.00045475216007276033,0.015461573442473852
70,Conjunto 2 Calça Masculina Jogger Swang Roupas Academia Slim,4.8,19.0,10.0,kick,algodão75% poliester25%,Masculino,outono/inverno,Muito bom a calça de moletom grato.,"Gostei, veste bem.",Muito boas.,+100,129.1,0.9259259259259259,0.001983252534156016,0.0819672131147541,0.20159612564373658,407,38,3,100.0,0.00045475216007276033,0.00045475216007276033
71,Saída Maternidade Menina Princesa Vermelha/rosê/rosa 5 Peças,4.8,58.0,,djiele,,Bebês,não definido,Muito linda😍.,"Gente estou apaixonada ❤️😍, na minha opinião é perfeito coisa mais linda ❤️❤️❤️.",Produto muito bonito de qualidade muito boa.,+100,184.9,0.9259259259259259,0.00628029969149405,,0.2967497697895706,238,178,1,100.0,0.00045475216007276033,
72,Kit 3 Cuecas Slip Tamanho Especial Plus Size Algodão Mash,4.8,218.0,20.0,mash,algodão,Masculino,não definido,"Uso a marca mash e essas cuecas não tem a mesma qualidade de tecido, entretanto pelo custo, valeu a pena.","Produto de ótima qualidade, serviu certinho. Um problema chatinho foi a finalização da costura, fica incomodando na lateral. Peguei duas com esse problema. Passei uma lixa e resolveu.","É a segunda vez que compro essa marca. Achei a malha um pouco mais fina. Quanta a lavagem, as primeiras desbotaram após um tempo.",+1000,74.9,0.9259259259259259,0.023909211106214193,0.24590163934426232,0.10917090140172575,494,25,1,1000.0,0.010914051841746248,0.17644383810823103
73,Kit 3 Bermudas Jeans Masculinas | Preço De Fábrica | Premium,4.6,620.0,5.0,bamborra,jeans,Masculino,outono/inverno,"As minhas chegaram ontem, pela qualidade do produto comprarei mais vezes, já pela organização não vieram conforme a foto, vieram todas azuis, acho que deveriam ter um pouco mais de atenção referente a isso e avisar ao cliente quando não houver a cor solicitada já que o pagamento foi efetuado.","Jeans de ótima qualidade, só achei ruim pq as 3 peças apesar de serem a mesma numeração não são exatamente do mesmo tamanho, uma delas ficou mais justa, dá pra usar, mas não ficou tão legal como as outras duas. No geral gostei e indico!.","No momento achei as bermudas ótimas, duas são mais justas, tipo slim, uma outra é mais folgada. Irei usar as 3 logo nos próximos dias para servir como teste após lavagem. Não é um tecido tipo jeans, pois de todas jeans que eu tenho, nenhuma delas estica o pano.",+5mil,199.05,0.8518518518518517,0.06820185103569855,0.0,0.32087923331400703,103,75,3,,0.0031832651205093224,0.030013642564802184
74,Lacre De Autenticidade Segurança Tag Etiqueta Roupa 980un,,,25.0,lacre de autenticidade para tags,,Sem gênero,não definido,,,,+25,39.99,,,0.3278688524590164,0.04964018962518332,422,178,1,25.0,0.00045475216007276033,
75,Kit Lote 6 Conjuntos Infantil Masculino Ou Feminino Atacado,4.3,355.0,10.0,mkids,,Meninas,não definido,"Pela primeira vez q faço uma comprá decepcionante horrorizada produto de péssima qualidade. Olha q meu esforço de comprá é grande mas essa me superei com tanta decpcao malha horrível pecas grandes peças pequenas sendo q opro tamanha eu pedi pra 8 anos era ora ser só um padrão. Aqui na minha cidade o valor de um cojunto desse é r$10,00 só comprei pq nos comentários tavam dizendo q era ótimo. Mas infelizmente decpcao.","Não recomendo!!! comprei tam 14 para minha filha de 6 anos só a camiseta serviu os shorts ficarão enormes, deduzi que se pedisse um tamanho maior iria ficar bom. Pedi cores sortidas veio 4 conjuntos repetidos, na imagem que colocam para gente ver são peças lindas todas diferentes, isso é uma falta de consideração com o cliente, propaganda falsa. Pelo valor imaginava ser de péssima qualidade o tecido mesmo, muito chateada. Pior compra que já fiz. Descaso com o cliente e mais uma vez repito não recomendo!.","Bom o kit não veio as estampas que pedi ,as camisetas são boas ,mas os shorts em proporção com as camisetas ,sao curtos p tamanho 12 e são transparente ,porém gostei da pontualidade e do precinho.
Compraria novamente mas teria q ter a opção de escolher as estampas.",+1000,139.91,0.7407407407407406,0.039003966505068315,0.0819672131147541,0.22003001261894206,524,178,1,1000.0,0.001364256480218281,
